summary,Category
kompascom  pelari indonesia odekta elvina naibaho mengungkapkan bahwa pln electric run  menjadi momentum untuk mengukur kemampuan pln electric run  berlangsung di scientia square park gading serpong pada minggu  odekta naibaho tampil apik ia berhasil finis pertama dalam kategori female nasional half marathon pln electric run  keberhasilan menyabet juara pertama di pln electric run  membuat odekta berhak membawa pulang hadiah senilai rp  juta kendati demikian odekta naibaho berjaya di pln electric run  tak mudah ia mesti melewati sejumlah rintangan untuk sampai ke garis finis baca juga pln electric run  dimulai langkah  pelari selamatkan dunia  peraih medali emas sea games  itu mengatakan dirinya harus melewati banyak tikungan dan polisi tidur meski begitu odekta mengaku senang dengan pln electric run  karena cuaca nyaman sepanjang arena lari “tantangannya sih lebih kepada banyak belokan kalau adem pas karena start jam  pagi” kata odekta kepada awak media termasuk kompascom pada minggu  “ini rekomendasi dan rutenya steril hanya saja kendalanya banyak belokan dan polisi tidur” ungkap dia  “jadi kalau mengejar personal best agak terkendala tetapi secara keseluruhab sangat bagus” ujarnya baca juga bwf world tour finals  tim indonesia terbang ke china targetkan final menurut odekta naibaho pencapaian menjadi yang tercepat di kategori wanita  km di pln electric run  sangat memuaskan  odekta pun menjadikan pln electric run guna mengukur kemampuan dirinya menjelang olimpade paris  “sejauh ini sangat puas pencapaian hari ini dengan latihan sudah cukup puas” kata odekta naibaho “ini adalah momentum bagi saya untuk mengukur kemampuan sampai di mana” kata odekta menjelaskan “lalu juga prestasi yang sudah tercapai atau belum momentum ini untuk mengecek kemampuan saya” kata dia,Sports
kompascom  tim voli putri petrokimia gresik pupuk indonesia mengakhiri penantian  tahun dengan menjuarai livoli divisi utama   petrokimia menjadi juara livoli divisi utama  setelah mengalahkan tni au dengan skor     pada final di gor joyoboyo kediri sabtu  malam wib kemenangan ini sekaligus membalas dua kekalahan petrokimia pada dua putaran final four yakni putaran pertama dan kedua babak empat besar  selain itu ini merupakan gelar juara kedua yang diraih petrokimia setelah yang pertama diraih pada  atau  tahun lalu baca juga alasan rivan nurmulki absen pada livoli  mediol stiovanny yoku menjadi motor serangan bagi petrokimia dengan menyumbangkan  poin dan sheilla bernadetta mengemas  poin termasuk enam dari blok sementara dari kubu tni au hani budiarti menjadi pengumpul angka terbanyak dengan  poin kunci kemenangan malam ini kemarin anakanak bisa bermain lepas kami juga belajar dari dua kekalahan sebelumnya dengan memperbaiki receive dan blok kata pelatih petrokimia pedro lilipali dalam keterangan pbvsi yang diterima kompascom  pedro mengakui anak asuhnya sempat gugup menjelang pertandingan tetapi dirinya terus memberi motivasi agar tetap fokus pada pertandingan dan melupakan kekalahan sebelumnya baca juga lanjutkan sensasi di liga voli korsel megawati cetak  poin red sparks menang sementara itu tim putri tni au tampil di bawah performa tim kami tidak bisa bermain maksimal karena banyak pemain yang kondisinya tidak fit dan cedera karena jadwal pertandingan yang padat kata manajer tim tni au fristo linuh yang mengonfirmasi ada  orang pemainnya yang sempat dibawa ke rumah sakit adapun gelar juara petrokimia semakin lengkap dengan terpilihnya spiker mereka putri nur hidayati agustin sebagai pemain masa depan livoli divisi utama  dengan menerima piala dan hadiah uang pembinaan sebesar rp  juta sebagai juara petrokimia berhak memperoleh piala dan hadiah uang pembinaan sebesar rp  juta sedangkan tni au mendapatkan piala dan hadiah uang uang pembinaan rp  juta baca juga rivan terima sanksi pbvsi bantah disebut tolak bela timnas voli peringkat ketiga ditempati tim putri tni al yang mengalahkan popsivo polwan dengan skor     pada laga sebelumnya penampilan petrokimia pada laga final jauh lebih solid dibanding dua pertemuan sebelumnya dengan tni au di babak empat besar terutama sisi receive penerimaan bola servis dan blok yang rapat meski demikian set pertama berlangsung cukup alot tni au yang punya modal bagus berusaha menekan tetapi anakanak petrokimia bisa meredamnya dan mengambil set pembuka dengan skor,Sports
kompascom  pln electric run  bukan sekedar perhelatan balap lari sebab ajang ini mempunyai komitmen untuk berinvestasi pada kesehatan dunia pln electric run  berlangsung di scientia square park gading serpong pada minggu  direktur utama pt pln darmawan prasodjo mengungkapkan pln electric run  mengusung misi untuk membawa bumi menuju kebaikan menurut darmawan prasodjo ajang pln electric run  diharapkan menjadi investasi untuk generasi masa depan baca juga pln electric run  dimulai langkah  pelari selamatkan dunia  temanya running the new spirit karena pln sedang berupaya mendinginkan bumi slowing down the global warming kata darmawan kepada awak media termasuk kompascom dalam hal ini setiap peserta yang berlari nanti kami takar agar bisa mengurangi gas emisi ungkap dia menambahkan ini kontribusi pln bukan saja pada generasi saat ini tetapi investasi masa depan tuturnya menjelaskan tak ayal darmawan mengucapkan terima kasih atas partisipasi peserta yang telah berkontribusi untuk mengurangi gas emisi baca juga pln electric run  pelari elite tampil odekta naibaho bicara rekor terima kasih atas partisipasi bahkan hanya dalam dua hari tiket sold out ucap darmawan sementara itu wakil pemimpin umum harian kompas budiman tanuredjo mengakui kompas memang mempunyai komitmen serupa dengan pln untuk mengurangi emisi gas co pln dan kompas mempunyai semangat sama emisi co harus dikurangi ungkap budiman tanuredjo pln juga mempunyai produk mobil elektrik itu adalah upaya mengurangi emisi coo kalau menjadi semua pihak itu akan bisa mengatasi iklim global tutur dia budiman tanuredjo menegaskan harian kompas juga mengajak agar seluruh lembaga mau memiliki komitmen sama untuk mengurangi emisi gas pasalnya menurut budiman misi untuk meminimalisasi gas emisi dapat membawa kebaikan untuk dunia bukan hanya dengan pln dengan semua lembaga kami berkomitmen untuk mengurang co ke udara agar bumi tak semakin parah dan semakin panas jelas dia,Sports
kompascom  pln electric run  resmi dimulai ajang lari ini mengusung misi untuk menyelamatkan dunia pln electric run  berlangsung di scientia square park gading serpong pada minggu  menurut pantauan kompascom pln electric run  dimulai dengan para pelari yang ikut di kategori half marathon pelari elite indonesia odekta naibaho mengikuti half marathon ia terlihat mengenakan pakaian berwarna hijau baca juga pln electric run  pelari elite tampil odekta naibaho bicara rekor setelah itu para peserta yang mengikuti km dan km pln electric run  secara berurutan dilepas direktur utama pt pln darmawan prasodjo mengungkapkan bahwa pln electric run  mengusung misi menyelamatkan dunia “tema kami running the new spirit artinya spirit untuk menyelamatkan bumi” kata darmawan di selasela melepas para pelari di kategori k dan k menurut darmawan prasodjo pln electric run  sengaja memakai misi menyelamatkan bumi baca juga pln electric run   pelari dorong transisi energi  pasalnya darmawan prasodjo menyadari bahwa kondisi dunia tidak ideal seiring terjadinya fenomena global warming “kita sedang menghadapi pemanasan global maka dari itu pln menjadikan misi mendinginkan bumi” ungkap dia “kami mempunyai komitmen untuk memastikan generasi di masa depan menjadi lebih baik” imbuhnya adapun pln electric run  berlangsung atas kerja sama antara pln dan harian kompas pln electric run  terbagi dalam  kategori yaitu jarak  km  km dan half marathon  km yang diikuti  pelari,Sports
kompascom – pelatih indonesia basketball league ibl yang menukangi rajawali medan andre yuwadi meninggal dunia “iya pelatih andre meninggal dunia di medan” tulis pemain rajawali medan caassiopeia thomas manuputty dikutip dari laman resmi ibl asisten pelatih hangtuah harry prayogo menjelaskan andre yuwadi memang telah dinyatakan sakit sejak dua bulan lalu a post shared by indonesian basketball league iblindonesia “sejak bulan september ada kabar soal sakit komplikasi yang dideritanya kemudian tadi malam pada jumat  sempat mengalami koma” kata harry prayogo baca juga ibl  terima kasih west bandits selamat datang kesatria bengawan solo andre yuwadi sempat dinobatkan sebagai pelatih termuda di ibl  saat itu dia memimpin stadium jakarta sejak menggantikan tri adnyanaadi lokatanaya pada tahun  memasuki musim  andre yuwadi mengisi posisi pelatih garuda dan bertahan cukup lama sampai berubah nama menjadi prawira andre yuwadi juga sempat diturunkan menjadi asisten pelatih prawira seusai kedatangan giedrius zibenas sebagai pelatih utama andre yuwadi lalu memimpin kontestan baru yakni evos thunder bogor pada ibl  ia memimpin selama dua musim sebelum memutuskan pindah ke rajawali medan,Sports
kompascom  peraih emas sea games  odekta naibaho akan ikut meramaikan ajang pln electric run   pln electric run  akan diadakan di scientia square park gading serpong tangerang minggu  dengan melibatkan  pelari ajang lari ini tidak hanya diperuntukkan bagi masyarakat umum atlet profesional baik senior atau junior diperbolehkan ambil bagian odekta elvina naibaho selaku elite runner indonesia menyatakan keikutsertaannya pada ajang pln electric run  ia terjun pada kategori half marathon baca juga borobudur marathon  odekta naibaho podium di tengah serbuan pelari kenya odekta tidak banyak berbicara mengenai target pribadinya saat konferensi pers pln electric run  jumat  untuk memecahkan rekor kita lihat nanti saja tapi pasti akan mengejutkan ucap odekta saat berkalikali ditanya soal rekor yang kemungkinan bisa dia pecahkan saya akan memberikan yang terbaik jadi kita lihat nanti saja tutur peraih emas sea games  kamboja itu odekta mengungkapkan bahwa untuk memecahkan rekor ada program khusus yang harus dijalani saat ini dia sedang tidak di dalam program tersebut sebenarnya untuk rekor ada programnya sendiri kalau memang serius ingin arahnya ke sana saya sekarang enggak fokus ke sana lebih ingin mempersiapkan diri buat olimpiade mendatang ucap odekta menambahkan baca juga pln electric run  dari persiapan penting hingga hadiah mobil listrik odekta menjadikan pln electric run  sebagai parameter untuk melihat kondisi fisik dan kemampuannya pada akhir tahun ini pln electric run masuk dalam program persiapan odekta menuju olimpiade  paris ia sudah mendiskusikan hal ini bersama tim pelatih satyo haryo wibisono selaku ketua komisi pemassalan pasi persatuan atletik seluruh indonesia berharap pln electric run  bisa menunjang persiapan odekta kami dari pasi sih berharap odekta bisa raih hasil positif di pln electric run  ya semoga semua hasilnya baik supaya program olimpiade odekta bisa berjalan baik juga tutur satyo satyo juga menuturkan bahwa pihaknya menyambut gembira beragam ajang lari yang banyak menyedot minat anak muda regenerasi itu tidak mudah semua elemen harus berkontribusi tidak bisa berharap pada atlet saja untuk memajukan kondisi olahraga indonesia odekta seorang akan kesulitan dan butuh support dari berbagai pihak ucap satyo mengenai regenerasi pelari indonesia,Sports
kompascom  perusahaan listrik negara atau pln sedang berusaha keras mendorong masyarakat untuk membangun lingkungan yang lebih baik melalui transisi energi bersama dengan harian kompas pln mengadakan pln electric run  yang mengajak masyarakat untuk berlari dengan spirit energi yang baru melalui konferensi pers yang dilakukan pada jumat  pln dan harian kompas menyatakan bahwa ajang lari ini dapat mengurangi emisi karbon sebanyak  kg co baca juga pln electric run  dari persiapan penting hingga hadiah mobil listrik fintje lumembang selaku evp niaga pemasaran pln bersama wakil redaktur harian kompas antonius tomy trinugroho dan ketua komisi pemassalan pb pasi satyo haryo wibisono menjelaskan secara rinci tentang pln electric run  pln electric run  akan diadakan di scientia square park gading serpong tangerang pada minggu  dengan melibatkan sekitar  peserta pendaftaran langsung penuh kurang dari  jam mungkin masyarakat merasa olahraga itu gaya hidup dan mereka mulai sadar untuk membangun lingungan yang lebih baik untuk masa depan karena hal itu masyarakat lebih antusias kata fintje mengenai kuota pelari yang sudah penuh pln electric run  terbagi dalam  kategori yaitu jarak  km  km dan half marathon yang berarti  km satyo haryo wibisono juga menyampaikan bahwa pasi persatuan atletik seluruh indonesia akan memberikan pengakuan andai tercipta rekor baru di pln electric run  ini dikarenakan pln electric run  sudah memenuhi standar dari pasi untuk saat ini rekor half marahon putra masih dipegang oleh eduardus nabunome dengan catatan  jam  menit  detik rekor ini diraih eduardus saat berlaga di gold coast marathon australia tahun  sementara untuk half marathon putri rekor masih dipegang oleh triyaningsih yang berhasil mencatat  jam  menit  detik odekta elvina naibaho yang merupakan elite runner indonesia didorong untuk memecahkan rekor yang sudah bertahan cukup lama itu namun odekta yang juga hadir saat konferensi pers tidak ingin memberi harapan apa pun dia hanya ingin memberikan yang terbaik baca juga pln electric run  berlari dengan semangat energi yang baru sementara itu wakil redaktur harian kompas antonius tomy trinugroho menyampaikan bahwa ajang pln electric run  dapat meningkatkan kesadaran masyarakat akan pentingnya transisi energi pln punya tujuan tak ingin sekadar mendongkrak antusiasme pelari pengurangan emisi karbon dalam ajang ini nantinya akan dikontribusikan untuk membantu masyarakat yang saat ini belum bisa menyambung listrik secara mandiri secara khusus pln akan membantu instalasi listrik di daerah jawa barat dan juga banten dalam ajang pln electric run  setiap medali yang diberikan nantinya akan disertakan angka co yang diturunkan lalu bagi pemecah rekor baik putra dan putri akan diberikan satu unit mobil listrik sebagai bentuk apresiasi,Sports
kompascom – pegolf asal spanyol jon rahm menjadi atlet dengan bayaran tertinggi di dunia seusai bergabung bersama liv golf jon rahm menandatangani kontrak dengan liv golf senilai rp  juta poundsterling sekitar rp  triliun liv golf merupakan ajang golf bergengsi yang disokong oleh pif public investment fund arab saudi dengan demikian jon rahm resmi mengalahkan cristiano ronaldo sebagai atlet dengan bayaran tertinggi di dunia menurut forbes cristiano ronaldo berada di posisi kedua bintang al nassr itu mengantongi gaji senilai  juta poundsterling sekitar rp  triliun baca juga pengalaman pirlo latih cristiano ronaldo dia profesional sejati tak hanya itu jon rahm juga mempunyai penghasilan nyaris empat kali lipat lebih besar daripada lionel messi inter miami dan kylian mbappe psg jon rahm mengungkapkan alasan dirinya meneken kontrak dengan liv golf ia mengatakan dirinya melihat pertumbuhan dan inovasi besar di liv golf “banyak hal telah berubah dalam olahraga golf selama dua tahun terakhir dan saya telah melihat pertumbuhan liv golf dan invoasinya” kata rahm dikutip metro dari fox news “itu menjadi alasan saya berada di sini hari ini” ucap pegolf berumur  tahun tersebut “keputusan ini dibuat karena berbagai alasan dan menurut saya ini adalah yang terbaik bagi saya” tutur dia melanjutkan baca juga libas ronaldo dkk pemain al hilal panen uang jon rahm pun tak menyangkal bahwa uang yang ditawarkan untuk bermain liv golf sangat menggiurkan “saya sangat senang tetapi ada banyak yang ditawarkan liv golf sangat menarik” ucap dia menjelaskan “itu adalah suatu tawaran yang bagus uangnya besar ini jelas luar biasa” tuturnya keputusan jon rahm ke liv golf sejatinya cukup mengejutkan sebab dia sempat mengaku tak suka dengan format liv golf  baca juga messi akan mudahkan suarez beradaptasi di inter miami tuntutan besar sebagai seoarang kepala keluarga mendorong jon rahm menerima tawaran dari liv golf “apa yang saya katakan sebelumnya benar saya tidak bermain golf demi uang” kata jon rahm menjelaskan “saya bermain golf karena kecintaan saya pada olahraga ini dan kecintaan pada golf” ucapnya “namun sebagai suami sebagai orang tua dan pria berkeluarga saya mempunyai kewajiban terhadap keluarga saya” tuturnya,Sports
kompascom  putaran terakhir babak final four livoli divisi utama   ditutup dengan pertandingan dramatis baik di sektor putri maupun putra yang berlangsung di gor joyoboyo kediri kamis  di hari terakhir ini juga menjadi penentuan pembagian partai grand final dan perebutan juara ketiga di sektor putri petrokimia gresik pupuk indonesia secara dramatis melakukan comeback dan menundukan tni al petrokimia unggul dengan skor      setelah sempat tertinggal terlebih dahulu di set pertama kemenangan ini memastikan petrokimia gresik melaju ke babak grand final untuk melawan tni au yang terlebih dulu lolos kedua tim samasama mengantongi  poin dari empat menang dan dua kalah bagi petrokimia gresik kesuksesan melaju ke babak grand final mengakhiri penantian mereka selama sepuluh tahun tim pun bertekad menuntaskan pencapaian ini dengan menjadi juara “kita ingin pecahkan rekor juara setelah kita sudah mampu pecahkan rekor masuk final kata pelatih petrokimia gresik pedro lilipaly sudah lama tidak juara mungkin belasan tahun kita tidak juara imbuhnya baca juga livoli divisi utama  tim putri petrokimia ke grand final tantang tni au sementara itu di sektor putra babak final four ini sudah tidak menentukan karena dua tim memastikan lolos ke grand final secara dini yakni lavani dan bni pasundan namun di pertandingan terakhir tetap berjalan dengan sangat seru dan sengit bahkan laga antara bni pasundan dan pdam tirta bhagasasi berjalan dramatis sebanyak lima set kedua tim saling kejar poin setiap setnya namun laga berakhir dimenangi oleh bin pasundan dengan skor       pelatih ryan masajade mengatakan kemenangan ini membuat timnya lebih percaya diri menghadapi lavani di partai puncak lavani lawan bagus bin pasundan harus disiapkan dengan perfect katanya  sementara lavani berhasil mengalahkan indomaret dengan skor      tim milik presiden ri ke susilo bambang yudhoyono sempat tersandung di set ketiga dan sempat terlibat deuce pada set,Sports
kompascom  jadwal piala dunia klub  akan digulirkan mulai pekan depan juara liga champions eropa manchester city bakal langsung tampil di semifinal piala dunia klub  akan diselenggarakan di jeddah arab saudi pada  desember  ini menjadi kali pertama piala dunia klub dilaksanakan di arab saudi jepang menjadi negara yang paling sering menyelenggarakan piala dunia klub yakni delapan kali sementara itu uni emirat arab lima kali menjadi tuan rumah maroko tiga kali dan qatar dua kali adapun piala dunia klub kali pertama diselenggarakan di brasil pada tahun  baca juga arab saudi tuan rumah piala dunia antarklub   piala dunia klub  bakal diikuti oleh tujuh tim dari enam konfederasi berbeda format piala dunia klub bakal berubah pada  dengan fifa menambah jumlah peserta menjadi  tim untuk piala dunia klub  pesertanya adalah al ittihad afctuan rumah auckland city ofc leon concacaf al ahly caf urawa red diamonds afc manchester city uefa dan fluminense conmebol manchester city menjadi tim kelima yang memastikan tempat di piala dunia klub  usai mengalahkan inter milan pada final liga champions  sementara itu fluminense menjadi tim terakhir yang mengamankan tiket ke piala dunia klub  kepastian itu didapat fluminense usai menjuarai copa libertadores   november lalu baca juga  kontestan dan  venue piala dunia antarklub  di jeddah pada piala dunia klub  manchester city dan fluminense akan langsung bermain di semifinal manchester city akan melawan pemenang laga leon vs urawa red diamonds adapun fluminense masih harus menunggu hasil puataran pertama dan kedua,Sports
kompascom  persija sudah melupakan hasil imbang dengan persita pekan lalu macan kemayoran kini mengusung motivasi tinggi saat bertamu ka markas persebaya persija jakarta akan melawat ke kandang persebaya surabaya pada pekan ke kompetisi liga   laga persebaya vs persija tersebut bakal digelar di stadion gelora bung tomo surabaya pada sabtu  pukul  wib baca juga hasil persija vs persita gol gajos dibalas vidal laga imbang  persebaya dan persija saat ini samasama sedang berupaya menemukan konsistensi permainan persebaya yang terpaku di peringkat  dengan nilai  tak pernah menang dalam lima laga terakhir sementara itu persija harus puas bermain imbang dalam dua laga pamungkas yakni kontra bhayangkara fc dan persita tangerang menjelang laga tandang ke markas persebaya thomas doll selaku pelatih persija mengaku sudah melupakan hasil imbang dengan persita pekan lalu baca juga piala dunia di laga persebaya vs persija mood tim dalam kondisi yang bagus kata thomas doll dikutip dari laman resmi persija saya katakan keseluruh pemain agar tidak perlu bagi para pemain untuk menundukkan kepalanya setelah hasil seri sebab mereka sudah bermain bagus pada laga terakhir imbuh juru taktik asal jerman tersebut lebih lanjut thomas doll menegaskan bahwa partai kandang melawan persebaya adalah laga penting demi ambisi menembus empat besar adapun persija yang mengoleksi  poin saat ini masih tertahan di peringkat kesembilan klasemen liga  kami mempunyai target agar bisa masuk empat besar jadi semua berlatih keras untuk mencapai itu semuanya ingin membuktikan bahwa semua masih bisa bertarung ucap thomas doll baca juga jadwal liga  pekan ke dewa vs bali united persebaya surabaya vs persija jakarta pada pertemuan pertama musim ini persija sukses menumbangkan persebaya  di stadion utama gelora bung karno jakarta kala itu gol semata wayang ryo matsumura sukses membawa macan kemayoran menaklukkan bajul ijo,Sports
kompascom  tim putri gresik petrokimia pupuk indonesia berhasil melaju ke grand final livoli divisi utama  di partai puncak petrokimia akan menantang jakarta tni au gresik petrokimia pupuk indonesia mengamankan tiket ke grand final livoli divisi utama  usai mengalahkan jakarta tni al pada laga terakhir putaran kedua final four kamis  bertanding di gor jayabaya kediri petrokimia mampu menaklukkan tni al dengan skor      baca juga alasan rivan nurmulki absen pada livoli  sebelum laga posisi petrokimia memang berada di atas angin sebab andai kalah  dari tni al mereka tetap akan lolos ke grand final sebab petrokimia yang sebelumnya sudah mengantongi delapan poin dari tiga kemenangan hanya butuh tambahan satu poin merebut dua set saat melawan tni al jika mampu menambah satu poin nilai petrokimia sudah tidak bisa dikejar tim peringkat tiga jakarta popsivo polwan alhasil kemenangan  atas tni al semakin memantapkan langkah petrokimia ke partai puncak livoli divisi utama  baca juga awal hebat megawati hangestri di liga voli korsel cetak  poin mvp putaran pertama pada grand final tim asuhan pedro lilipaly itu akan menantang jakarta tni au yang lebih dulu mengamankan tiket ke partai puncak kami ingin memecahkan rekor juara setelah kami sudah mampu memecahkan rekor masuk final kata pedro lilipaly dikutip dari antara bagi petrokimia ini adalah final livoli pertama mereka setelah  tahun pedro lilipaly pun bertekad membawa petrokimia mengakhiri puasa gelar yang telah berlangsung selama satu dekade sudah lama tidak juara mungkin belasan tahun kami tidak juara ucap pedro baca juga demam megawati di liga voli korsel didukung puluhan fans indonesia bikin ofisial tersenyum adapun grand final livoli divisi utama  antara gresik petrokimia pupuk indonesia dan jakarta tni au akan digelar di gor jayabaya kediri pada sabtu  pukul  wib pada hari yang sama jakarta popsivo polwan akan melawan jakarta tni al pada laga perebutan tempat ketiga livoli divisi utama  nomor putri pukul  wib,Sports
